City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
268,Kirakira,SB,2020-12-03 15:17:44,-10.45,161.92,76.35,74,100,6.15
269,Nouakchott,MR,2020-12-03 15:17:44,18.09,-15.98,82.4,42,84,13.87
270,Fonte Boa,BR,2020-12-03 15:17:44,-2.5,-66.27,89.28,58,94,3.89
271,Labuhan,ID,2020-12-03 15:16:23,-6.88,112.21,79.74,86,100,8.32
272,Chernyshevskiy,RU,2020-12-03 15:17:44,63.01,112.47,7.47,94,100,12.95
273,Ipixuna,BR,2020-12-03 15:17:44,-1.76,-48.8,87.8,58,40,14.99
274,Port Hardy,CA,2020-12-03 15:16:20,50.7,-127.42,48.2,81,90,3.36
275,Wynyard,AU,2020-12-03 15:17:44,-41.0,145.72,48.99,89,80,1.01
276,Kaeo,NZ,2020-12-03 15:16:04,-35.1,173.78,50.0,89,21,3.18
277,Le Vauclin,MQ,2020-12-03 15:17:45,14.55,-60.84,78.8,78,90,11.41
278,Camocim,BR,2020-12-03 15:17:45,-2.9,-40.84,90.66,50,64,17.25
279,Tazovskiy,RU,2020-12-03 15:15:57,67.47,78.7,9.28,96,89,7.76
280,Mandan,US,2020-12-03 15:17:47,46.83,-100.89,28.0,73,1,14.99
281,Xiaoweizhai,CN,2020-12-03 15:15:21,26.19,107.51,36.64,89,100,4.68
282,Phagwara,IN,2020-12-03 15:17:48,31.22,75.77,69.01,61,0,3.11
283,Taltal,CL,2020-12-03 15:16:27,-25.4,-70.48,64.47,64,54,5.84
284,Kavieng,PG,2020-12-03 15:16:11,-2.57,150.8,80.26,82,96,5.5
285,Sur,OM,2020-12-03 15:17:48,22.57,59.53,74.82,71,0,4.12
286,Barcelona,ES,2020-12-03 15:13:17,41.39,2.16,55.0,54,0,16.11
287,Rio Gallegos,AR,2020-12-03 15:16:24,-51.62,-69.22,48.2,36,75,32.21
288,Chuy,UY,2020-12-03 15:16:35,-33.7,-53.46,74.86,52,26,5.75
289,Estevan,CA,2020-12-03 15:15:06,49.13,-102.98,24.8,85,1,8.05
290,Nova Olimpia,BR,2020-12-03 15:15:14,-14.8,-57.29,99.54,29,18,7.74
291,Nanchang,CN,2020-12-03 15:17:49,28.68,115.88,44.55,71,64,13.47
292,Airai,TL,2020-12-03 15:16:15,-8.93,125.41,62.67,100,100,1.05
293,Kununurra,AU,2020-12-03 15:16:54,-15.77,128.73,77.0,88,90,21.92
294,Saint George,US,2020-12-03 15:12:40,37.1,-113.58,28.0,42,1,2.68
295,Chifeng,CN,2020-12-03 15:16:38,42.27,118.96,6.39,86,0,7.45
296,Constitucion,CL,2020-12-03 15:16:13,-35.33,-72.42,64.74,37,0,15.79
